pumpControl,pressure,state,state_numeric,state_hose_break,state_normal_digging,state_normal_empty,state_normal_full,state_overload
0.6463414634146342,0.4129930394431554,normal_digging,0,False,True,False,False,False
0.6463414634146342,0.43851508120649646,normal_digging,0,False,True,False,False,False
0.6219512195121952,0.41067285382830626,normal_digging,0,False,True,False,False,False
0.6707317073170732,0.42691415313225056,normal_digging,0,False,True,False,False,False
0.6219512195121952,0.42227378190255216,normal_digging,0,False,True,False,False,False
0.6219512195121952,0.40603248259860786,normal_digging,0,False,True,False,False,False
0.6341463414634146,0.38283062645011595,normal_digging,0,False,True,False,False,False
0.5853658536585367,0.40371229698375866,normal_digging,0,False,True,False,False,False
0.5975609756097562,0.41995359628770296,normal_digging,0,False,True,False,False,False
0.6097560975609757,0.38979118329466356,normal_digging,0,False,True,False,False,False
0.6707317073170732,0.41067285382830626,normal_digging,0,False,True,False,False,False
0.6341463414634146,0.38979118329466356,normal_digging,0,False,True,False,False,False
0.6097560975609757,0.4153132250580046,normal_digging,0,False,True,False,False,False
0.5975609756097562,0.41995359628770296,normal_digging,0,False,True,False,False,False
0.6097560975609757,0.40835266821345706,normal_digging,0,False,True,False,False,False
0.6097560975609757,0.44547563805104406,normal_digging,0,False,True,False,False,False
0.6219512195121952,0.3967517401392111,normal_digging,0,False,True,False,False,False
0.6463414634146342,0.3944315545243619,normal_digging,0,False,True,False,False,False
0.6341463414634146,0.3805104408352668,normal_digging,0,False,True,False,False,False
0.5975609756097562,0.4176334106728538,normal_digging,0,False,True,False,False,False
0.6463414634146342,0.4176334106728538,normal_digging,0,False,True,False,False,False
0.6219512195121952,0.40835266821345706,normal_digging,0,False,True,False,False,False
0.5853658536585367,0.40139211136890945,normal_digging,0,False,True,False,False,False
0.6219512195121952,0.4315545243619489,normal_digging,0,False,True,False,False,False
0.6341463414634146,0.38515081206496515,normal_digging,0,False,True,False,False,False
0.6341463414634146,0.40835266821345706,normal_digging,0,False,True,False,False,False
0.6097560975609757,0.42459396751740136,normal_digging,0,False,True,False,False,False
0.6585365853658537,0.42923433874709976,normal_digging,0,False,True,False,False,False
0.6097560975609757,0.40835266821345706,normal_digging,0,False,True,False,False,False
0.6341463414634146,0.4315545243619489,normal_digging,0,False,True,False,False,False
0.5,0.36426914153132245,normal_digging,0,False,True,False,False,False
0.4878048780487806,0.35034802784222735,normal_digging,0,False,True,False,False,False
0.524390243902439,0.38747099767981436,normal_digging,0,False,True,False,False,False
0.5,0.38283062645011595,normal_digging,0,False,True,False,False,False
0.5121951219512195,0.3573085846867749,normal_digging,0,False,True,False,False,False
0.5121951219512195,0.38979118329466356,normal_digging,0,False,True,False,False,False
0.5,0.39211136890951276,normal_digging,0,False,True,False,False,False
0.451219512195122,0.3805104408352668,normal_digging,0,False,True,False,False,False
0.8170731707317074,0.5011600928074246,normal_full,1,False,False,False,True,False
0.8170731707317074,0.46635730858468677,normal_full,1,False,False,False,True,False
0.8048780487804879,0.5150812064965198,normal_full,1,False,False,False,True,False
0.853658536585366,0.49651972157772617,normal_full,1,False,False,False,True,False
0.7804878048780488,0.49651972157772617,normal_full,1,False,False,False,True,False
0.8414634146341464,0.5127610208816705,normal_full,1,False,False,False,True,False
0.7926829268292683,0.5174013921113689,normal_full,1,False,False,False,True,False
0.8170731707317074,0.5266821345707657,normal_full,1,False,False,False,True,False
0.7926829268292683,0.5011600928074246,normal_full,1,False,False,False,True,False
0.8048780487804879,0.47795823665893267,normal_full,1,False,False,False,True,False
0.8170731707317074,0.5127610208816705,normal_full,1,False,False,False,True,False
0.8170731707317074,0.5011600928074246,normal_full,1,False,False,False,True,False
0.7682926829268293,0.49883990719257537,normal_full,1,False,False,False,True,False
0.8048780487804879,0.4895591647331786,normal_full,1,False,False,False,True,False
0.8048780487804879,0.5150812064965198,normal_full,1,False,False,False,True,False
0.8658536585365855,0.5104408352668214,normal_full,1,False,False,False,True,False
0.8170731707317074,0.505800464037123,normal_full,1,False,False,False,True,False
0.7560975609756098,0.505800464037123,normal_full,1,False,False,False,True,False
0.8170731707317074,0.5568445475638051,normal_full,1,False,False,False,True,False
0.8048780487804879,0.5127610208816705,normal_full,1,False,False,False,True,False
0.8048780487804879,0.48259860788863107,normal_full,1,False,False,False,True,False
0.8414634146341464,0.5220417633410673,normal_full,1,False,False,False,True,False
0.8414634146341464,0.4872389791183294,normal_full,1,False,False,False,True,False
